"Loja";"Name Searched";"Name Found";"Price";"Price Float";"URL"
"Big Boy Games";"Devil Survivor Overclocked";"3DS - Shin Megami Tensei - Devil Survivor Overclocked";"R$ 99,98";"R$ 99,98";"http://www.bigboygames.com.br/pesquisa/?p=Devil+Survivor+Overclocked"
"Balão da Informática";"Devil Survivor Overclocked";"-";"-";"R$ 9.999,99";"https://www.balaodainformatica.com.br/Produtos/Buscar/?busca=<BUSCA>"
"Casas Bahia";"Devil Survivor Overclocked";"Devil Survivor Overclocked 3DS";"189,90";"R$ 189,90";"http://buscas.casasbahia.com.br/search?w=Devil+Survivor+Overclocked"
"Extra";"Devil Survivor Overclocked";"Devil Survivor Overclocked 3DS";"189,90";"R$ 189,90";"http://buscando.extra.com.br/search?p=R&srid=S2-2IADP&lbc=extra&w=Devil%20Survivor%20Overclocked&url=http%3a%2f%2fproduto.extra.com.br%2f6156360%3f&rk=1&uid=460306645&sid=2&ts=custom&rsc=u21rW9Fa6JfhfAlV&method=and&isort=score&view=grid"
"E-Virtua";"Devil Survivor Overclocked";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Devil Survivor Overclocked";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"FNAC";"Devil Survivor Overclocked";"-";"-";"R$ 9.999,99";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Devil Survivor Overclocked";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Mula Games";"Devil Survivor Overclocked";"Shin Megami Tensei: Devil Survivor Overclocked - 3DS";"139.9";"R$ 139,90";"http://www.mulagames.com.br/Shin-Megami-Tensei--Devil-Survivor-Overclocked-3DS/prod-457527/"
"Net Shoes";"Devil Survivor Overclocked";"-";"-";"R$ 9.999,99";"http://www.netshoes.com.br/search?Ntt=<BUSCA>"
"Ponto Frio";"Devil Survivor Overclocked";"-";"-";"R$ 9.999,99";"http://search.pontofrio.com.br/search?w=<BUSCA>"
"Ricardo Eletro";"Devil Survivor Overclocked";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Devil Survivor Overclocked";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"Devil Survivor Overclocked";"-";"-";"R$ 9.999,99";"http://ww2.shopfacil.com.br/<BUSCA>"
"Shop Time";"Devil Survivor Overclocked";"Game Shin Megami Tensei: Devil Survivor Overclocked Atlus - 3DS";"R$ 189,90";"R$ 189,90";"http://www.shoptime.com.br/produto/110349692/game-shin-megami-tensei-devil-survivor-overclocked-atlus-3ds"
"ShopB";"Devil Survivor Overclocked";"-";"-";"R$ 9.999,99";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Submarino";"Devil Survivor Overclocked";"Game Shin Megami Tensei: Devil Survivor Overclocked Atlus - 3DS";"R$ 189,90";"R$ 189,90";"http://www.submarino.com.br/produto/110349692/game-shin-megami-tensei-devil-survivor-overclocked-atlus-3ds"
"Walmart";"Devil Survivor Overclocked";"Shin Megami Tensei: Devil Survivor Overclocked - 3DS";"189.9";"R$ 189,90";"http://www.walmart.com.br//shin-megami-tensei-devil-survivor-overclocked-3ds/2255247/pr"
"Nintendo eShop";"donkey kong country returns 3D";"Donkey Kong Country Returns 3D";"$20.99";"R$ 80,25";"http://www.nintendo.com/games/detail/zp2Ns75itEVaf0PoEIyv49f2MEBspSeA"
"Americanas";"donkey kong country returns 3D";"Game Donkey Kong: Country Returns 3D - 3DS";"R$ 201,29";"R$ 201,29";"http://www.americanas.com.br/produto/113295757/game-donkey-kong-country-returns-3d-3ds"
"Big Boy Games";"donkey kong country returns 3D";"3DS - Donkey Kong Country Returns 3D";"R$ 166,39";"R$ 166,39";"http://www.bigboygames.com.br/pesquisa/?p=donkey+kong+country+returns+3D"
"Balão da Informática";"donkey kong country returns 3D";"-";"-";"R$ 9.999,99";"https://www.balaodainformatica.com.br/Produtos/Buscar/?busca=<BUSCA>"
"Casas Bahia";"donkey kong country returns 3D";"Jogo Donkey Kong: Country Returns 3D - 3DS";"229,90";"R$ 229,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S2-9IADP&lbc=casasbahia&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5003839%3f&rk=1&uid=460566584&sid=2&ts=custom&rsc=VwDaj7RNelfFLBMr&method=and&isort=score&view=grid"
"Casas Bahia";"donkey kong country returns 3D";"Jogo Donkey Kong: Country Returns 3D - 3DS";"199,90";"R$ 199,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S2-9IADP&lbc=casasbahia&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.casasbahia.com.br%2f2088333%3f&rk=2&uid=460566584&sid=2&ts=custom&rsc=uzNgjA0kgEZ7SI3x&method=and&isort=score&view=grid"
"Casas Bahia";"donkey kong country returns 3D";"DONKEY KONG COUNTRY RETURNS - 3DS";"214,99";"R$ 214,99";"http://buscas.casasbahia.com.br/search?p=R&srid=S2-9IADP&lbc=casasbahia&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6433071%3f&rk=3&uid=460566584&sid=2&ts=custom&rsc=cj%3a8Jl0qiEiyFL5t&method=and&isort=score&view=grid"
"Casas Bahia";"donkey kong country returns 3D";"Donkey Kong Country Returns 3D - 3DS";"Indisponível";"R$ 9.999,99";"http://buscas.casasbahia.com.br/search?p=R&srid=S2-9IADP&lbc=casasbahia&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5548833%3f&rk=4&uid=460566584&sid=2&ts=custom&rsc=kVIbdB5pC48moaJr&method=and&isort=score&view=grid"
"Extra";"donkey kong country returns 3D";"Jogo Donkey Kong: Country Returns 3D - 3DS";"229,90";"R$ 229,90";"http://buscando.extra.com.br/search?p=R&srid=S1-5SEAP&lbc=extra&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.extra.com.br%2f5003839%3f&rk=1&uid=460618878&sid=2&ts=custom&rsc=xoqTToVdmp9n5Qcy&method=and&isort=score&view=grid"
"Extra";"donkey kong country returns 3D";"Jogo Donkey Kong: Country Returns 3D - 3DS";"199,90";"R$ 199,90";"http://buscando.extra.com.br/search?p=R&srid=S1-5SEAP&lbc=extra&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.extra.com.br%2f2088333%3f&rk=2&uid=460618878&sid=2&ts=custom&rsc=GDrTE%3akXHCXDppOb&method=and&isort=score&view=grid"
"Extra";"donkey kong country returns 3D";"DONKEY KONG COUNTRY RETURNS - 3DS";"214,99";"R$ 214,99";"http://buscando.extra.com.br/search?p=R&srid=S1-5SEAP&lbc=extra&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.extra.com.br%2f6433071%3f&rk=3&uid=460618878&sid=2&ts=custom&rsc=M%3a6WqcXgSIViOv2p&method=and&isort=score&view=grid"
"Extra";"donkey kong country returns 3D";"Donkey Kong Country Returns 3D - 3DS";"Indisponível";"R$ 9.999,99";"http://buscando.extra.com.br/search?p=R&srid=S1-5SEAP&lbc=extra&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.extra.com.br%2f5548833%3f&rk=4&uid=460618878&sid=2&ts=custom&rsc=eK0xesb24e8lMqnP&method=and&isort=score&view=grid"
"E-Virtua";"donkey kong country returns 3D";"Donkey Kong Country Returns 3D - 3DS - -";"R$ 159,90";"R$ 159,90";"http://www.evirtua.com.br//donkey-kong-country-returns-3d-3ds/3173-01"
"Fast Games";"donkey kong country returns 3D";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"FNAC";"donkey kong country returns 3D";"-";"-";"R$ 9.999,99";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"donkey kong country returns 3D";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"donkey kong country returns 3D";"DONKEY KONG COUNTRY RETURNS 3D";"R$ 108,80";"R$ 108,80";"http://www.livrariacultura.com.br/p/donkey-kong-country-returns-3d-42744959"
"Livraria Cultura";"donkey kong country returns 3D";"DONKEY KONG COUNTRY RETURNS 3D (3DS)";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/donkey-kong-country-returns-3d-3ds-42112046"
"Mula Games";"donkey kong country returns 3D";"Donkey Kong Country Returns 3D - 3DS";"188.9";"R$ 188,90";"http://www.mulagames.com.br/Donkey-Kong-Country-Returns-3D-3DS/prod-1344698/"
"Ponto Frio";"donkey kong country returns 3D";"Jogo Donkey Kong: Country Returns 3D - 3DS";"229,90";"R$ 229,90";"http://search.pontofrio.com.br/search?p=R&srid=S1-2SEAP&lbc=pontofrio-br&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5003839%3f&rk=1&uid=460792280&sid=2&ts=custom&rsc=7sviTore6x2KGWEE&method=and&isort=score&view=grid"
"Ponto Frio";"donkey kong country returns 3D";"Jogo Donkey Kong: Country Returns 3D - 3DS";"199,90";"R$ 199,90";"http://search.pontofrio.com.br/search?p=R&srid=S1-2SEAP&lbc=pontofrio-br&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.pontofrio.com.br%2f2088333%3f&rk=2&uid=460792280&sid=2&ts=custom&rsc=AUCPGOH2gnxri9os&method=and&isort=score&view=grid"
"Ponto Frio";"donkey kong country returns 3D";"DONKEY KONG COUNTRY RETURNS - 3DS";"214,99";"R$ 214,99";"http://search.pontofrio.com.br/search?p=R&srid=S1-2SEAP&lbc=pontofrio-br&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.pontofrio.com.br%2f6433071%3f&rk=3&uid=460792280&sid=2&ts=custom&rsc=qC5oSMiME%3a12233P&method=and&isort=score&view=grid"
"Ponto Frio";"donkey kong country returns 3D";"Donkey Kong Country Returns 3D - 3DS";"Indisponível";"R$ 9.999,99";"http://search.pontofrio.com.br/search?p=R&srid=S1-2SEAP&lbc=pontofrio-br&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5548833%3f&rk=4&uid=460792280&sid=2&ts=custom&rsc=6ZyRLlZbbXZMuvs9&method=and&isort=score&view=grid"
"Ricardo Eletro";"donkey kong country returns 3D";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"donkey kong country returns 3D";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"donkey kong country returns 3D";"Jogo Nintendo 3DS - Donkey Kong Country Returns 3D";"Indisponível";"R$ 9.999,99";"http://ww2.shopfacil.com.br/jogo-nintendo-3ds---donkey-kong-country-returns-3d-2196574/p"
"Shop Facil";"donkey kong country returns 3D";"Jogo Nintendo 3DS Donkey Kong Country Returns 3D";"Indisponível";"R$ 9.999,99";"http://ww2.shopfacil.com.br/jogo-nintendo-3ds-donkey-kong-country-returns-3d-2011825/p"
"Shop Time";"donkey kong country returns 3D";"Game Donkey Kong: Country Returns 3D - 3DS";"R$ 201,29";"R$ 201,29";"http://www.shoptime.com.br/produto/113295757/game-donkey-kong-country-returns-3d-3ds"
"Submarino";"donkey kong country returns 3D";"Game Donkey Kong: Country Returns 3D - 3DS";"R$ 201,29";"R$ 201,29";"http://www.submarino.com.br/produto/113295757/game-donkey-kong-country-returns-3d-3ds"
"Nintendo eShop";"dragon ball Z Extreme Butoden";"DRAGON BALL Z: Extreme Butoden";"$29.99*";"R$ 114,66";"http://www.nintendo.com/games/detail/chAy6-TMIVkIBoiBlVer7YXPHdzKxoTP"
"Big Boy Games";"dragon ball Z Extreme Butoden";"3DS - Dragon Ball Z Extreme Butoden - Pré-Venda para 10/11/2015";"R$ 193,84";"R$ 193,84";"http://www.bigboygames.com.br/pesquisa/?p=dragon+ball+Z+Extreme+Butoden"
"Balão da Informática";"dragon ball Z Extreme Butoden";"-";"-";"R$ 9.999,99";"https://www.balaodainformatica.com.br/Produtos/Buscar/?busca=<BUSCA>"
"E-Virtua";"dragon ball Z Extreme Butoden";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"dragon ball Z Extreme Butoden";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"FNAC";"dragon ball Z Extreme Butoden";"-";"-";"R$ 9.999,99";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"dragon ball Z Extreme Butoden";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Mula Games";"dragon ball Z Extreme Butoden";"Dragon Ball Z: Extreme Butoden (PRÉ-VENDA) - 3DS";"209.9";"R$ 209,90";"http://www.mulagames.com.br/Dragon-Ball-Z--Extreme-Butoden--PRE-VENDA--3DS/prod-3590202/"
"Ricardo Eletro";"dragon ball Z Extreme Butoden";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"dragon ball Z Extreme Butoden";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"ShopB";"dragon ball Z Extreme Butoden";"-";"-";"R$ 9.999,99";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Walmart";"dragon ball Z Extreme Butoden";"Dragon Ball Z Extreme Butoden N3DS";"259.9";"R$ 259,90";"http://www.walmart.com.br//dragon-ball-z-extreme-butoden-n3ds/3629726/pr"
"Nintendo eShop";"Dragon Quest VI";"Dragon Quest VI: Realms Of Revelation";"Indisponível";"R$ 9.999,99";"http://www.nintendo.com/games/detail/XM1D8PkRypvs3R75WXj39OfbjMoMQEnD"
"Big Boy Games";"Dragon Quest VI";"DS - Dragon Quest VI: Realms of Revelation";"R$ 99,90";"R$ 99,90";"http://www.bigboygames.com.br/pesquisa/?p=Dragon+Quest+VI"
"Balão da Informática";"Dragon Quest VI";"NINTENDO Dragon Quest VI: Realms of Revelation - NINTENDO DS";"Indisponível";"R$ 9.999,99";"https://www.balaodainformatica.com.br//Produto/32714/NINTENDO-Dragon-Quest-VI-Realms-of-Revelation---NINTENDO-DS"
"E-Virtua";"Dragon Quest VI";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"FNAC";"Dragon Quest VI";"-";"-";"R$ 9.999,99";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Dragon Quest VI";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Dragon Quest VI";"DRAGON QUEST VI";"R$ 250,30";"R$ 250,30";"http://www.livrariacultura.com.br/p/dragon-quest-vi-29852105"
"Livraria Cultura";"Dragon Quest VI";"DRAGON QUEST VI - REALMS OF REVELATION (DS)";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/dragon-quest-vi-realms-of-revelation-ds-29731775"
"Mula Games";"Dragon Quest VI";"-";"-";"R$ 9.999,99";"http://www.mulagames.com.br/produtos-index/catalogo_produtos/-/-/<BUSCA>/-/-/-/-/-/"
"Ricardo Eletro";"Dragon Quest VI";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Dragon Quest VI";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Americanas";"Fantasy Life 3DS";"Fantasy Life N3ds";"R$ 249,90";"R$ 249,90";"http://www.americanas.com.br/produto/9957093/fantasy-life-n3ds"
"Americanas";"Fantasy Life 3DS";"Fantasy Life N3ds";"R$ 249,90";"R$ 249,90";"http://www.americanas.com.br/produto/9957093/fantasy-life-n3ds"
"Big Boy Games";"Fantasy Life 3DS";"3DS - Fantasy Life";"R$ 192,39";"R$ 192,39";"http://www.bigboygames.com.br/3ds-fantasy-life-p6685/"
"Balão da Informática";"Fantasy Life 3DS";"-";"-";"R$ 9.999,99";"https://www.balaodainformatica.com.br/Produtos/Buscar/?busca=<BUSCA>"
"Casas Bahia";"Fantasy Life 3DS";"Fantasy Life N3DS";"249,90";"R$ 249,90";"http://buscas.casasbahia.com.br/search?w=Fantasy+Life+3DS"
"Extra";"Fantasy Life 3DS";"Fantasy Life N3DS";"249,90";"R$ 249,90";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Fantasy%20Life%203DS&url=http%3a%2f%2fproduto.extra.com.br%2f6156299%3f&rk=1&uid=461542726&sid=2&ts=custom&rsc=-Ggm7MANrklThdKR&method=and&isort=score&view=grid"
"E-Virtua";"Fantasy Life 3DS";"Fantasy Life - Nintendo 3DS - -";"R$ 189,90";"R$ 189,90";"http://www.evirtua.com.br//fantasy-life-nintendo-3ds/3661-01"
"Fast Games";"Fantasy Life 3DS";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"FNAC";"Fantasy Life 3DS";"-";"-";"R$ 9.999,99";"http://busca.fnac.com.br/?busca=<BUSCA>"
