"Loja";"Name Searched";"Name Found";"Price";"Price Float";"URL"
"Shop Facil";"Tactics Ogre PSP";"-";"-";"R$ 9.999,99";"http://ww2.shopfacil.com.br/<BUSCA>"
"ShopB";"Tactics Ogre PSP";"-";"-";"R$ 9.999,99";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Nintendo eShop";"Final Fantasy Tactics";"FINAL FANTASY Tactics Advance";"$7.99 $7.99";"R$ 9.999,99";"http://www.nintendo.com/games/detail/A3N2YJR-PPLD-Bh1gLvCm7BhOixIDb9B"
"Nintendo eShop";"Final Fantasy Tactics";"Final Fantasy Tactics A2: Grimoire of the Rift";"";"R$ 9.999,99";"http://www.nintendo.com/games/detail/_avN5V1KDCAtN5Sh4Tm4YsuNzaHVTx8w"
"PlayStation Store";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Big Boy Games";"Final Fantasy Tactics";"PSP - Final Fantasy Tactics: The War of the Lions";"R$ 89,99";"R$ 89,99";"http://www.bigboygames.com.br/psp-final-fantasy-tactics-the-war-of-the-lions-p307/"
"Big Boy Games";"Final Fantasy Tactics";"DS - Final Fantasy Tactics A2: Grimoire of the Rift";"R$ 129,90";"R$ 129,90";"http://www.bigboygames.com.br/ds-final-fantasy-tactics-a2-grimoire-of-the-rift-p60/"
"Balão da Informática";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"E-Virtua";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"Kabum";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Final Fantasy Tactics";"";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/busca;_lcid=1_J4lhbLcw6o7kSKQk366bgv-FMrPcjNPBvTnm4vs5akMHUnVV2d!-570861437?Ntt=SURHONE%2C+LAMBERT+M.&Ntk=product.collaborator.name"
"Livraria Cultura";"Final Fantasy Tactics";"";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/busca;_lcid=1_J4lhbLcw6o7kSKQk366bgv-FMrPcjNPBvTnm4vs5akMHUnVV2d!-570861437?Ntt=DEATS%2C+ADAM&Ntk=product.collaborator.name"
"Mula Games";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"https://www.mulagames.com.br/busca-busca_produtos?nome_produto=<BUSCA>"
"Ricardo Eletro";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"Saraiva";"Final Fantasy Tactics";"WHITE MELODIES OF FINAL FANTASY TACTICS / O.S.T. (Cód: 1371171)";"Indisponível";"R$ 9.999,99";"http://www.saraiva.com.br/white-melodies-of-final-fantasy-tactics-ost-1371171.html"
"Shop Time";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://busca.shoptime.com.br/busca.php?q=<BUSCA>"
"Submarino";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://busca.submarino.com.br/busca.php?q=<BUSCA>"
"Walmart";"Final Fantasy Tactics";"Final Fantasy Tactics: The War of the Lions - PSP";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br///www.walmart.com.br/final-fantasy-tactics-the-war-of-the-lions-psp/4166584/pr"
"Zig Store";"Final Fantasy Tactics";"DS - Final Fantasy Tactics A2: Grimoire of the Rift";"R$ 129,90";"R$ 129,90";"http://www.zigstore.com.br/pesquisa/?p=Final+Fantasy+Tactics"
"Nintendo eShop";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Big Boy Games";"Kingdom Hearts Birth By Sleep";"PSP - Kingdom Hearts Birth by Sleep";"R$ 99,99";"R$ 99,99";"http://www.bigboygames.com.br/pesquisa/?p=Kingdom+Hearts+Birth+By+Sleep"
"Balão da Informática";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"E-Virtua";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"FNAC";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.fnac.com.br/<BUSCA>"
"Kabum";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Kingdom Hearts Birth By Sleep";"";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/busca;_lcid=tQ54lqCbc8e8dIRUcOxUzGzUjmD_5C0Lux2HSynnR6aizh823cOl!-1966663286?Ntt=BRADYGAMES&Ntk=product.collaborator.name"
"Mula Games";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"https://www.mulagames.com.br/busca-busca_produtos?nome_produto=<BUSCA>"
"Ricardo Eletro";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://ww2.shopfacil.com.br/<BUSCA>"
"Nintendo eShop";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Big Boy Games";"Final Fantasy Dissidia";"PSP - Dissidia Final Fantasy";"R$ 89,99";"R$ 89,99";"http://www.bigboygames.com.br/psp-dissidia-final-fantasy-p2213/"
"Big Boy Games";"Final Fantasy Dissidia";"PSP - Dissidia 012: Duodecim Final Fantasy";"R$ 79,73";"R$ 79,73";"http://www.bigboygames.com.br/psp-dissidia-012-duodecim-final-fantasy-p2714/"
"Balão da Informática";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"Casas Bahia";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia - BRANCO";"25,90";"R$ 25,90";"http://produto.casasbahia.com.br/?IdProduto=7648253&recsource=btermo&rectype=p1_op_s1"
"Extra";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia - BRANCO";"25,90";"R$ 25,90";"http://produto.extra.com.br/?IdProduto=7648253&recsource=btermo&rectype=p1_op_s1"
"E-Virtua";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"Kabum";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Final Fantasy Dissidia";"";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/busca;_lcid=4Kl4lz_JR8fe2eNYPkI376UtJENV_PnbiX2SvgaXadeFF6Kw8iZF!-502550861?Ntt=SURHONE%2C+LAMBERT+M.&Ntk=product.collaborator.name"
"Mula Games";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"https://www.mulagames.com.br/busca-busca_produtos?nome_produto=<BUSCA>"
"Ponto Frio";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia - BRANCO";"25,90";"R$ 25,90";"http://produto.pontofrio.com.br/?IdProduto=7648253&recsource=btermo&rectype=p1_op_s1"
"Ricardo Eletro";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"Saraiva";"Final Fantasy Dissidia";"Dissidia Final Fantasy - PSP (Cód: 2660946)";"Indisponível";"R$ 9.999,99";"http://www.saraiva.com.br/dissidia-final-fantasy-psp-2660946.html"
"Shop Time";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://busca.shoptime.com.br/busca.php?q=<BUSCA>"
"Submarino";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://busca.submarino.com.br/busca.php?q=<BUSCA>"
"Walmart";"Final Fantasy Dissidia";"Dissidia 012: (Duodecim) Final Fantasy - PSP";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br///www.walmart.com.br/dissidia-012-duodecim-final-fantasy-psp/4166483/pr"
"Walmart";"Final Fantasy Dissidia";"Dissidia 012: (Duodecim) Final Fantasy - Legacy Edition - PSP";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br///www.walmart.com.br/dissidia-012-duodecim-final-fantasy-legacy-edition-psp/4166482/pr"
"Nintendo eShop";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"dragon quest builders";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Big Boy Games";"dragon quest builders";"PS4 - Dragon Quest Builders";"R$ 229,99";"R$ 229,99";"http://www.bigboygames.com.br/pesquisa/?p=dragon+quest+builders"
"Balão da Informática";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"E-Virtua";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Kabum";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"dragon quest builders";"";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/busca;_lcid=Vs94l783-SOHG_W33eSvH_4BDkI22awSlRu_xQ6gX8tLRaFYrxsP!-213000873?Ntt=&Ntk=product.collaborator.name"
"Ricardo Eletro";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Nintendo eShop";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"metal gear solid collection";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Balão da Informática";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"Casas Bahia";"metal gear solid collection";"Metal Gear Solid HD Collection - PS Vita";"Indisponível";"R$ 9.999,99";"http://produto.casasbahia.com.br/?IdProduto=2682384&recsource=btermo&rectype=p1_op_s6"
"Extra";"metal gear solid collection";"Metal Gear Solid HD Collection - PS Vita";"Indisponível";"R$ 9.999,99";"http://produto.extra.com.br/?IdProduto=2682384&recsource=btermo&rectype=p1_op_s6"
"E-Virtua";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Livraria Cultura";"metal gear solid collection";"";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/busca;_lcid=Xdp4mCyfSLXwEMrBPSYW1yrKG3UiHWre8SFGtZ8DFrBe24tVmRou!-318264980?Ntt=&Ntk=product.collaborator.name"
"Livraria Cultura";"metal gear solid collection";"";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/busca;_lcid=Xdp4mCyfSLXwEMrBPSYW1yrKG3UiHWre8SFGtZ8DFrBe24tVmRou!-318264980?Ntt=&Ntk=product.collaborator.name"
"Ponto Frio";"metal gear solid collection";"Metal Gear Solid HD Collection - PS Vita";"Indisponível";"R$ 9.999,99";"http://produto.pontofrio.com.br/?IdProduto=2682384&recsource=btermo&rectype=p1_op_s6"
"Ricardo Eletro";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Walmart";"metal gear solid collection";"Metal Gear Solid HD Collection Favoritos - PS 3";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br///www.walmart.com.br/metal-gear-solid-hd-collection-favoritos-ps-3/4166675/pr"
"Walmart";"metal gear solid collection";"Metal Gear Solid HD Collection PS Vita";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br///www.walmart.com.br/metal-gear-solid-hd-collection-ps-vita/4719888/pr"
"Walmart";"metal gear solid collection";"Metal Gear Solid HD Collection PS VITA";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br///www.walmart.com.br/metal-gear-solid-hd-collection-ps-vita/3881324/pr"
"Zig Store";"metal gear solid collection";"Metal Gear Solid Hd Collection - XBOX 360";"R$ 79,99";"R$ 79,99";"http://www.zigstore.com.br/pesquisa/?p=metal+gear+solid+collection"
