"Loja";"Name Searched";"Name Found";"Price";"Price Float";"URL"
"Shop Facil";"Tactics Ogre PSP";"-";"-";"R$ 9.999,99";"http://www.shopfacil.com.br/<BUSCA>"
"ShopB";"Tactics Ogre PSP";"-";"-";"R$ 9.999,99";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Nintendo eShop";"Final Fantasy Tactics";"FINAL FANTASY Tactics Advance";"$7.99 $7.99";"R$ 9.999,99";"http://www.nintendo.com/games/detail/A3N2YJR-PPLD-Bh1gLvCm7BhOixIDb9B"
"Nintendo eShop";"Final Fantasy Tactics";"Final Fantasy Tactics A2: Grimoire of the Rift";"";"R$ 9.999,99";"http://www.nintendo.com/games/detail/_avN5V1KDCAtN5Sh4Tm4YsuNzaHVTx8w"
"PlayStation Store";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Americanas";"Final Fantasy Tactics";"Final Fantasy Tactics A2: Grimoire Of The Rift - Nds";"R$ 139,90";"R$ 139,90";"http://www.americanas.com.br/produto/17774806?oferta=31373737343830342e32303335353834313030303132392e4e4557"
"Big Boy Games";"Final Fantasy Tactics";"PSP - Final Fantasy Tactics: The War of the Lions";"R$ 89,99";"R$ 89,99";"http://www.bigboygames.com.br/psp-final-fantasy-tactics-the-war-of-the-lions-p307/"
"Big Boy Games";"Final Fantasy Tactics";"DS - Final Fantasy Tactics A2: Grimoire of the Rift";"R$ 129,90";"R$ 129,90";"http://www.bigboygames.com.br/ds-final-fantasy-tactics-a2-grimoire-of-the-rift-p60/"
"Balão da Informática";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"E-Virtua";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"Kabum";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Final Fantasy Tactics";"FINAL FANTASY TACTICS";"R$ 309,90";"R$ 309,90";"http://www.livrariacultura.com.br/p/final-fantasy-tactics-29861563"
"Livraria Cultura";"Final Fantasy Tactics";"FINAL FANTASY TACTICS";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/final-fantasy-tactics-2429544"
"Mula Games";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"https://www.mulagames.com.br/busca-busca_produtos?nome_produto=<BUSCA>"
"Ricardo Eletro";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"Saraiva";"Final Fantasy Tactics";"WHITE MELODIES OF FINAL FANTASY TACTICS / O.S.T. (Cód: 1371171)";"Indisponível";"R$ 9.999,99";"http://www.saraiva.com.br/white-melodies-of-final-fantasy-tactics-ost-1371171.html"
"Shop Time";"Final Fantasy Tactics";"Final Fantasy Tactics A2: Grimoire Of The Rift - Nds";"R$ 139,90";"R$ 139,90";"http://www.shoptime.com.br/produto/17774806?oferta=31373737343830342e32303335353834313030303132392e4e4557"
"ShopB";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Submarino";"Final Fantasy Tactics";"Final Fantasy Tactics A2: Grimoire Of The Rift - Nds";"R$ 139,90";"R$ 139,90";"http://www.submarino.com.br/produto/17774806?oferta=31373737343830342e32303335353834313030303132392e4e4557"
"Walmart";"Final Fantasy Tactics";"Final Fantasy Tactics: The War of the Lions - PSP";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/final-fantasy-tactics-the-war-of-the-lions-psp/4166584/pr"
"Nintendo eShop";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Big Boy Games";"Kingdom Hearts Birth By Sleep";"PSP - Kingdom Hearts Birth by Sleep";"R$ 99,99";"R$ 99,99";"http://www.bigboygames.com.br/pesquisa/?p=Kingdom+Hearts+Birth+By+Sleep"
"Balão da Informática";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"E-Virtua";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"FNAC";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.fnac.com.br/<BUSCA>"
"Kabum";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Kingdom Hearts Birth By Sleep";"KINGDOM HEARTS - BIRTH BY SLEEP, OFFICIAL STRATEGY";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/kingdom-hearts-birth-by-sleep-official-strategy-11037766"
"Mula Games";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"https://www.mulagames.com.br/busca-busca_produtos?nome_produto=<BUSCA>"
"RiHappy";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.shopfacil.com.br/<BUSCA>"
"ShopB";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Nintendo eShop";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Americanas";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia";"R$ 25,90";"R$ 25,90";"http://www.americanas.com.br/produto/16145860?oferta=31363134353835382e31373638363932313030303135322e4e4557"
"Big Boy Games";"Final Fantasy Dissidia";"PSP - Dissidia Final Fantasy";"R$ 89,99";"R$ 89,99";"http://www.bigboygames.com.br/psp-dissidia-final-fantasy-p2213/"
"Big Boy Games";"Final Fantasy Dissidia";"PSP - Dissidia 012: Duodecim Final Fantasy";"R$ 79,73";"R$ 79,73";"http://www.bigboygames.com.br/psp-dissidia-012-duodecim-final-fantasy-p2714/"
"Balão da Informática";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"Casas Bahia";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia - BRANCO";"25,90";"R$ 25,90";"http://produto.casasbahia.com.br/?IdProduto=7648253&recsource=btermo&rectype=p1_op_s1"
"Extra";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia - BRANCO";"25,90";"R$ 25,90";"http://produto.extra.com.br/?IdProduto=7648253&recsource=btermo&rectype=p1_op_s1"
"E-Virtua";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"Kabum";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Final Fantasy Dissidia";"DISSIDIA 012 FINAL FANTASY";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/dissidia-012-final-fantasy-29862368"
"Mula Games";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"https://www.mulagames.com.br/busca-busca_produtos?nome_produto=<BUSCA>"
"Ponto Frio";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia - BRANCO";"25,90";"R$ 25,90";"http://produto.pontofrio.com.br/?IdProduto=7648253&recsource=btermo&rectype=p1_op_s1"
"Ricardo Eletro";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"Saraiva";"Final Fantasy Dissidia";"Dissidia Final Fantasy - PSP (Cód: 2660946)";"R$ 53,91 (-10%)";"R$ 9.999,99";"http://www.saraiva.com.br/dissidia-final-fantasy-psp-2660946.html"
"Shop Time";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia";"R$ 25,90";"R$ 25,90";"http://www.shoptime.com.br/produto/16145860?oferta=31363134353835382e31373638363932313030303135322e4e4557"
"ShopB";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Submarino";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia";"R$ 25,90";"R$ 25,90";"http://www.submarino.com.br/produto/16145860?oferta=31363134353835382e31373638363932313030303135322e4e4557"
"Walmart";"Final Fantasy Dissidia";"Dissidia 012: (Duodecim) Final Fantasy - PSP";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/dissidia-012-duodecim-final-fantasy-psp/4166483/pr"
"Walmart";"Final Fantasy Dissidia";"Dissidia 012: (Duodecim) Final Fantasy - Legacy Edition - PSP";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/dissidia-012-duodecim-final-fantasy-legacy-edition-psp/4166482/pr"
"Nintendo eShop";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"dragon quest builders";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Big Boy Games";"dragon quest builders";"PS4 - Dragon Quest Builders";"R$ 229,99";"R$ 229,99";"http://www.bigboygames.com.br/pesquisa/?p=dragon+quest+builders"
"Balão da Informática";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"E-Virtua";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"Kabum";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"dragon quest builders";"DRAGON QUEST BUILDERS";"R$ 269,90";"R$ 269,90";"http://www.livrariacultura.com.br/p/dragon-quest-builders-46355585"
"RiHappy";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"ShopB";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Walmart";"dragon quest builders";"Dragon quest builders PlayStation 4";"237,90";"R$ 237,90";"http://www.walmart.com.br//www.walmart.com.br/dragon-quest-builders-playstation-4/5373459/pr"
"Nintendo eShop";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"metal gear solid collection";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Americanas";"metal gear solid collection";"Metal Gear Solid Hd Collection Psvita";"R$ 109,99";"R$ 109,99";"http://www.americanas.com.br/produto/8463375"
"Big Boy Games";"metal gear solid collection";"PSV - Metal Gear Solid HD Collection";"R$ 99,00";"R$ 99,00";"http://www.bigboygames.com.br/psv-metal-gear-solid-hd-collection-p4231/"
"Balão da Informática";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"Casas Bahia";"metal gear solid collection";"Metal Gear Solid HD Collection - PS Vita";"Indisponível";"R$ 9.999,99";"http://produto.casasbahia.com.br/?IdProduto=2682384&recsource=btermo&rectype=p1_op_s7"
"Casas Bahia";"metal gear solid collection";"Metal Gear Solid HD Collection PSVita";"Indisponível";"R$ 9.999,99";"http://produto.casasbahia.com.br/?IdProduto=3104229&recsource=btermo&rectype=p1_op_s8"
"Extra";"metal gear solid collection";"Metal Gear Solid HD Collection - PS Vita";"Indisponível";"R$ 9.999,99";"http://produto.extra.com.br/?IdProduto=2682384&recsource=btermo&rectype=p1_op_s7"
"Extra";"metal gear solid collection";"Metal Gear Solid HD Collection PSVita";"Indisponível";"R$ 9.999,99";"http://produto.extra.com.br/?IdProduto=3104229&recsource=btermo&rectype=p1_op_s8"
"E-Virtua";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Livraria Cultura";"metal gear solid collection";"METAL GEAR SOLID HD COLLECTION";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/metal-gear-solid-hd-collection-29086183"
"Livraria Cultura";"metal gear solid collection";"METAL GEAR SOLID HD COLLECTION (PSVITA)";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/metal-gear-solid-hd-collection-psvita-29784282"
"Livraria Cultura";"metal gear solid collection";"METAL GEAR SOLID HD COLLECTION";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/metal-gear-solid-hd-collection-29086180"
"Mula Games";"metal gear solid collection";"Metal Gear Solid HD Collection - PSV Metal Gear Solid HD Collection - PSV";"Indisponível";"R$ 9.999,99";"https://www.mulagames.com.br/Metal_Gear_Solid_HD_Collection_PSV/prod-467284/"
"Net Shoes";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.netshoes.com.br/search?Ntt=<BUSCA>"
"Ponto Frio";"metal gear solid collection";"Metal Gear Solid HD Collection - PS Vita";"Indisponível";"R$ 9.999,99";"http://produto.pontofrio.com.br/?IdProduto=2682384&recsource=btermo&rectype=p1_op_s7"
"Ponto Frio";"metal gear solid collection";"Metal Gear Solid HD Collection PSVita";"Indisponível";"R$ 9.999,99";"http://produto.pontofrio.com.br/?IdProduto=3104229&recsource=btermo&rectype=p1_op_s8"
"Ricardo Eletro";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Shop Time";"metal gear solid collection";"Metal Gear Solid Hd Collection Psvita";"R$ 109,99";"R$ 109,99";"http://www.shoptime.com.br/produto/8463375"
"ShopB";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Submarino";"metal gear solid collection";"Metal Gear Solid Hd Collection Psvita";"R$ 109,99";"R$ 109,99";"http://www.submarino.com.br/produto/8463375"
"Walmart";"metal gear solid collection";"Metal Gear Solid HD Collection PS VITA";"109,99";"R$ 109,99";"http://www.walmart.com.br//www.walmart.com.br/metal-gear-solid-hd-collection-ps-vita/3881324/pr"
"Walmart";"metal gear solid collection";"PSVita Metal Gear Solid HD Collection";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/psvita-metal-gear-solid-hd-collection/4827055/pr"
"Walmart";"metal gear solid collection";"Metal Gear Solid HD Collection Favoritos - PS 3";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/metal-gear-solid-hd-collection-favoritos-ps-3/4166675/pr"
