"Loja";"Name Searched";"Name Found";"Price";"Price Float";"URL"
"Americanas";"Final Fantasy Tactics";"Final Fantasy Tactics A2: Grimoire Of The Rift - Nds";"R$ 139,90";"R$ 139,90";"http://www.americanas.com.br/produto/17774806?oferta=31373737343830342e32303335353834313030303132392e4e4557"
"Balão da Informática";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"E-Virtua";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"Kabum";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Final Fantasy Tactics";"FINAL FANTASY TACTICS";"R$ 309,90";"R$ 309,90";"http://www.livrariacultura.com.br/p/final-fantasy-tactics-29861563"
"Livraria Cultura";"Final Fantasy Tactics";"FINAL FANTASY TACTICS";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/final-fantasy-tactics-2429544"
"Mula Games";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"https://www.mulagames.com.br/busca-busca_produtos?nome_produto=<BUSCA>"
"Ricardo Eletro";"Final Fantasy Tactics";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"Saraiva";"Final Fantasy Tactics";"WHITE MELODIES OF FINAL FANTASY TACTICS / O.S.T. (Cód: 1371171)";"";"R$ 9.999,99";"http://www.saraiva.com.br/white-melodies-of-final-fantasy-tactics-ost-1371171.html"
"Shop Time";"Final Fantasy Tactics";"Final Fantasy Tactics A2: Grimoire Of The Rift - Nds";"R$ 139,90";"R$ 139,90";"http://www.shoptime.com.br/produto/17774806?oferta=31373737343830342e32303335353834313030303132392e4e4557"
"Submarino";"Final Fantasy Tactics";"Final Fantasy Tactics A2: Grimoire Of The Rift - Nds";"R$ 139,90";"R$ 139,90";"http://www.submarino.com.br/produto/17774806?oferta=31373737343830342e32303335353834313030303132392e4e4557"
"Walmart";"Final Fantasy Tactics";"Final Fantasy Tactics: The War of the Lions - PSP";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/final-fantasy-tactics-the-war-of-the-lions-psp/4166584/pr"
"Nintendo eShop";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Balão da Informática";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"E-Virtua";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"FNAC";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.fnac.com.br/<BUSCA>"
"Kabum";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Kingdom Hearts Birth By Sleep";"KINGDOM HEARTS - BIRTH BY SLEEP, OFFICIAL STRATEGY";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/kingdom-hearts-birth-by-sleep-official-strategy-11037766"
"Mula Games";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"https://www.mulagames.com.br/busca-busca_produtos?nome_produto=<BUSCA>"
"Ricardo Eletro";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"Kingdom Hearts Birth By Sleep";"-";"-";"R$ 9.999,99";"http://ww2.shopfacil.com.br/<BUSCA>"
"Nintendo eShop";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Americanas";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia";"R$ 25,90";"R$ 25,90";"http://www.americanas.com.br/produto/16145860?oferta=31363134353835382e31373638363932313030303135322e4e4557"
"Balão da Informática";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"Casas Bahia";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia - BRANCO";"25,90";"R$ 25,90";"http://produto.casasbahia.com.br/?IdProduto=7648253&recsource=btermo&rectype=p1_op_s1"
"Extra";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia - BRANCO";"25,90";"R$ 25,90";"http://produto.extra.com.br/?IdProduto=7648253&recsource=btermo&rectype=p1_op_s1"
"E-Virtua";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"Kabum";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Final Fantasy Dissidia";"DISSIDIA 012 FINAL FANTASY";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/dissidia-012-final-fantasy-29862368"
"Mula Games";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"https://www.mulagames.com.br/busca-busca_produtos?nome_produto=<BUSCA>"
"Ponto Frio";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia - BRANCO";"25,90";"R$ 25,90";"http://produto.pontofrio.com.br/?IdProduto=7648253&recsource=btermo&rectype=p1_op_s1"
"Ricardo Eletro";"Final Fantasy Dissidia";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"Saraiva";"Final Fantasy Dissidia";"Dissidia Final Fantasy - PSP (Cód: 2660946)";"R$ 53,91 (-10%)";"R$ 9.999,99";"http://www.saraiva.com.br/dissidia-final-fantasy-psp-2660946.html"
"Shop Time";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia";"R$ 25,90";"R$ 25,90";"http://www.shoptime.com.br/produto/16145860?oferta=31363134353835382e31373638363932313030303135322e4e4557"
"Submarino";"Final Fantasy Dissidia";"Caneca Final Fantasy Dissidia";"R$ 25,90";"R$ 25,90";"http://www.submarino.com.br/produto/16145860?oferta=31363134353835382e31373638363932313030303135322e4e4557"
"Walmart";"Final Fantasy Dissidia";"Dissidia 012: (Duodecim) Final Fantasy - PSP";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/dissidia-012-duodecim-final-fantasy-psp/4166483/pr"
"Walmart";"Final Fantasy Dissidia";"Dissidia 012: (Duodecim) Final Fantasy - Legacy Edition - PSP";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/dissidia-012-duodecim-final-fantasy-legacy-edition-psp/4166482/pr"
"Nintendo eShop";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"dragon quest builders";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Balão da Informática";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"E-Virtua";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Kabum";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"dragon quest builders";"DRAGON QUEST BUILDERS";"R$ 269,90";"R$ 269,90";"http://www.livrariacultura.com.br/p/dragon-quest-builders-46355585"
"Ricardo Eletro";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"dragon quest builders";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Nintendo eShop";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"metal gear solid collection";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Americanas";"metal gear solid collection";"Metal Gear Solid Hd Collection Psvita";"R$ 149,90";"R$ 149,90";"http://www.americanas.com.br/produto/8463375"
"Balão da Informática";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"Casas Bahia";"metal gear solid collection";"Metal Gear Solid HD Collection PSVita";"229,90";"R$ 229,90";"http://produto.casasbahia.com.br/?IdProduto=3104229&recsource=btermo&rectype=p1_op_s1"
"Casas Bahia";"metal gear solid collection";"Metal Gear Solid HD Collection - PS Vita";"Indisponível";"R$ 9.999,99";"http://produto.casasbahia.com.br/?IdProduto=2682384&recsource=btermo&rectype=p1_op_s6"
"Extra";"metal gear solid collection";"Metal Gear Solid HD Collection PSVita";"229,90";"R$ 229,90";"http://produto.extra.com.br/?IdProduto=3104229&recsource=btermo&rectype=p1_op_s1"
"Extra";"metal gear solid collection";"Metal Gear Solid HD Collection - PS Vita";"Indisponível";"R$ 9.999,99";"http://produto.extra.com.br/?IdProduto=2682384&recsource=btermo&rectype=p1_op_s6"
"E-Virtua";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Livraria Cultura";"metal gear solid collection";"METAL GEAR SOLID HD COLLECTION";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/metal-gear-solid-hd-collection-29086183"
"Livraria Cultura";"metal gear solid collection";"METAL GEAR SOLID HD COLLECTION (PSVITA)";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/metal-gear-solid-hd-collection-psvita-29784282"
"Livraria Cultura";"metal gear solid collection";"METAL GEAR SOLID HD COLLECTION";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/metal-gear-solid-hd-collection-29086180"
"Mula Games";"metal gear solid collection";"Metal Gear Solid HD Collection - PSV Metal Gear Solid HD Collection - PSV";"Indisponível";"R$ 9.999,99";"https://www.mulagames.com.br/Metal_Gear_Solid_HD_Collection_PSV/prod-467284/"
"Ponto Frio";"metal gear solid collection";"Metal Gear Solid HD Collection PSVita";"229,90";"R$ 229,90";"http://produto.pontofrio.com.br/?IdProduto=3104229&recsource=btermo&rectype=p1_op_s1"
"Ponto Frio";"metal gear solid collection";"Metal Gear Solid HD Collection - PS Vita";"Indisponível";"R$ 9.999,99";"http://produto.pontofrio.com.br/?IdProduto=2682384&recsource=btermo&rectype=p1_op_s6"
"Ricardo Eletro";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"metal gear solid collection";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Shop Time";"metal gear solid collection";"Metal Gear Solid Hd Collection Psvita";"R$ 149,90";"R$ 149,90";"http://www.shoptime.com.br/produto/8463375"
"Submarino";"metal gear solid collection";"Metal Gear Solid Hd Collection Psvita";"R$ 149,90";"R$ 149,90";"http://www.submarino.com.br/produto/8463375"
"Walmart";"metal gear solid collection";"Metal Gear Solid HD Collection PS Vita";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/metal-gear-solid-hd-collection-ps-vita/4719888/pr"
"Walmart";"metal gear solid collection";"Metal Gear Solid HD Collection Favoritos - PS 3";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/metal-gear-solid-hd-collection-favoritos-ps-3/4166675/pr"
"Walmart";"metal gear solid collection";"PSVita Metal Gear Solid HD Collection";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/psvita-metal-gear-solid-hd-collection/4827055/pr"
"Walmart";"metal gear solid collection";"Metal Gear Solid HD Collection PS VITA";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/metal-gear-solid-hd-collection-ps-vita/3881324/pr"
"Nintendo eShop";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"http://www.nintendo.com/json/content/get/game/filter?&qterm=<BUSCA>"
"PlayStation Store";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"https://store.playstation.com/#!/pt-br/pesquisar/q=<BUSCA>"
"Americanas";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB 4G Câmera 12MP - Dourado";"R$ 2.199,00";"R$ 2.199,00";"http://www.americanas.com.br/produto/125911887"
"Americanas";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Dourado";"R$ 2.599,00";"R$ 2.599,00";"http://www.americanas.com.br/produto/125911828"
"Americanas";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Prata";"R$ 2.599,00";"R$ 2.599,00";"http://www.americanas.com.br/produto/125911511"
"Americanas";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Preto";"R$ 2.599,00";"R$ 2.599,00";"http://www.americanas.com.br/produto/125911537"
"Americanas";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB Wi-Fi 4G Câmera 12MP - Rosé";"R$ 2.599,00";"R$ 2.599,00";"http://www.americanas.com.br/produto/127789547"
"Americanas";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB 4G Câmera 12MP - Preto";"R$ 2.748,99";"R$ 2.748,99";"http://www.americanas.com.br/produto/125916485"
"Americanas";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB Wi-Fi 4G Câmera 12MP - Rosé";"R$ 2.199,00";"R$ 2.199,00";"http://www.americanas.com.br/produto/127795015"
"Americanas";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Azul";"R$ 2.599,99";"R$ 2.599,99";"http://www.americanas.com.br/produto/129900018?oferta=3132393930303032362e30303737363537343030303636302e4e4557"
"Americanas";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB 4G Câmera 12MP - Prata";"R$ 2.199,00";"R$ 2.199,00";"http://www.americanas.com.br/produto/125916696"
"Americanas";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32gb Desbloqueado Dourado";"R$ 2.969,99";"R$ 2.969,99";"http://www.americanas.com.br/produto/19407980?oferta=31393430373938322e32343733323236303030303131302e4e4557"
"Americanas";"Samsung galaxy S7";"Celular Samsung Galaxy S7 Sm -G930f Dourado";"R$ 3.799,00";"R$ 3.799,00";"http://www.americanas.com.br/produto/14865429?oferta=31343836353432372e31343534383437363030303137362e4e4557"
"Americanas";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Desbloqueado Preto + Smartphone Samsung Galaxy Novo A5 - Rosé";"R$ 5.199,99";"R$ 5.199,99";"http://www.americanas.com.br/produto/127527483?oferta=3132373532373438332e30303737363537343030303636302e4e4557"
"Balão da Informática";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"http://www.balaodainformatica.com.br/digimon?&utmi_p=_Produtos_Buscar_&utmi_pc=BuscaFullText&utmi_cp=<BUSCA>"
"Casas Bahia";"Samsung galaxy S7";"Samsung Galaxy S7 Edge Android 6.0 Tela 5,5" 32GB 4G Preto - Samsung";"2.999,90";"R$ 2.999,90";"http://produto.casasbahia.com.br/?IdProduto=6619093&recsource=btermo&rectype=p1_op_s1"
"Casas Bahia";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Preto com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.casasbahia.com.br/?IdProduto=4135718&recsource=btermo&rectype=p1_op_s2"
"Casas Bahia";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Dourado com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.casasbahia.com.br/?IdProduto=4135713&recsource=btermo&rectype=p1_op_s3"
"Casas Bahia";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Dourado com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.casasbahia.com.br/?IdProduto=4135716&recsource=btermo&rectype=p1_op_s4"
"Casas Bahia";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Prata com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.casasbahia.com.br/?IdProduto=4135714&recsource=btermo&rectype=p1_op_s5"
"Casas Bahia";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Preto com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.casasbahia.com.br/?IdProduto=4135715&recsource=btermo&rectype=p1_op_s6"
"Casas Bahia";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Prata com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.casasbahia.com.br/?IdProduto=4135717&recsource=btermo&rectype=p1_op_s7"
"Casas Bahia";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Azul com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.casasbahia.com.br/?IdProduto=7365835&recsource=btermo&rectype=p1_op_s8"
"Casas Bahia";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Rose com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.casasbahia.com.br/?IdProduto=5483807&recsource=btermo&rectype=p1_op_s9"
"Casas Bahia";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Rosé com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.casasbahia.com.br/?IdProduto=5483806&recsource=btermo&rectype=p1_op_s10"
"Casas Bahia";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Black Piano com 128GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP, Processador Octa-Core e 4GB RAM";"3.509,10";"R$ 3.509,10";"http://produto.casasbahia.com.br/?IdProduto=7526754&recsource=btermo&rectype=p1_op_s11"
"Extra";"Samsung galaxy S7";"Samsung Galaxy S7 Edge Android 6.0 Tela 5,5" 32GB 4G Preto - Samsung";"2.999,90";"R$ 2.999,90";"http://produto.extra.com.br/?IdProduto=6619093&recsource=btermo&rectype=p1_op_s1"
"Extra";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Preto com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.extra.com.br/?IdProduto=4135715&recsource=btermo&rectype=p1_op_s2"
"Extra";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Preto com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.extra.com.br/?IdProduto=4135718&recsource=btermo&rectype=p1_op_s3"
"Extra";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Dourado com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.extra.com.br/?IdProduto=4135713&recsource=btermo&rectype=p1_op_s4"
"Extra";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Dourado com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.extra.com.br/?IdProduto=4135716&recsource=btermo&rectype=p1_op_s5"
"Extra";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Azul com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.extra.com.br/?IdProduto=7365835&recsource=btermo&rectype=p1_op_s6"
