"Loja";"Name Searched";"Name Found";"Price";"Price Float";"URL"
"Saraiva";"Bravely Default";"Bravely Default - 3Ds";"149,00";"149.0";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=102561de-36ea-4f2e-9351-45acd6a8f993&pid=6744545&page=1&prodIdx=0&q=Bravely+Default"
"Shop Facil";"Bravely Default";"-";"-";"0";"http://ww2.shopfacil.com.br/<BUSCA>"
"Shop Time";"Bravely Default";"Game Bravely Default - 3Ds";"R$ 229,90";"229.9";"http://www.shoptime.com.br/produto/117676784/game-bravely-default-3ds"
"ShopB";"Bravely Default";"Jogo Bravely Default - 3DS";"R$ 299,99";"299.99";"http://www.shopb.com.br/jogo-bravely-default-3ds-7315365"
"Submarino";"Bravely Default";"Game Bravely Default - 3Ds";"R$ 229,90";"229.9";"http://www.submarino.com.br/produto/117676784/game-bravely-default-3ds"
"Walmart";"Bravely Default";"Jogo Bravely Default Nintendo 3DS";"Indisponível";"9999.99";"http://www.walmart.com.br//jogo-bravely-default-nintendo-3ds/3338733/pr"
"Walmart";"Bravely Default";"Jogo Nintendo 3DS Bravely Default Square Enix";"Indisponível";"9999.99";"http://www.walmart.com.br//jogo-nintendo-3ds-bravely-default-square-enix/3278031/pr"
"Nintendo eShop";"Devil Survivor Overclocked";"Shin Megami Tensei: Devil Survivor Overclocked";"$29.99";"114.663765";"http://www.nintendo.com/games/detail/tKDJ7tyZ-olVhVBW9mswLhlRxJr0mcZG"
"Americanas";"Devil Survivor Overclocked";"Game Shin Megami Tensei: Devil Survivor Overclocked Atlus - 3DS";"R$ 189,90";"189.9";"http://www.americanas.com.br/produto/110349692/game-shin-megami-tensei-devil-survivor-overclocked-atlus-3ds"
"Big Boy Games";"Devil Survivor Overclocked";"3DS - Shin Megami Tensei - Devil Survivor Overclocked";"R$ 99,98";"99.98";"http://www.bigboygames.com.br/pesquisa/?p=Devil+Survivor+Overclocked"
"Balão da Informática";"Devil Survivor Overclocked";"-";"-";"0";"https://www.balaodainformatica.com.br/Produtos/Buscar/?busca=<BUSCA>"
"Casas Bahia";"Devil Survivor Overclocked";"Devil Survivor Overclocked 3DS";"189,90";"189.9";"http://buscas.casasbahia.com.br/search?w=Devil+Survivor+Overclocked"
"Extra";"Devil Survivor Overclocked";"Devil Survivor Overclocked 3DS";"189,90";"189.9";"http://buscando.extra.com.br/search?p=R&srid=S1-2IADP&lbc=extra&w=Devil%20Survivor%20Overclocked&url=http%3a%2f%2fproduto.extra.com.br%2f6156360%3f&rk=1&uid=401183804&sid=2&ts=custom&rsc=nkWn0U1SVYBiOitR&method=and&isort=score&view=grid"
"E-Virtua";"Devil Survivor Overclocked";"-";"-";"0";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Devil Survivor Overclocked";"-";"-";"0";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"FNAC";"Devil Survivor Overclocked";"-";"-";"0";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Devil Survivor Overclocked";"-";"-";"0";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Mula Games";"Devil Survivor Overclocked";"Shin Megami Tensei: Devil Survivor Overclocked - 3DS";"139.9";"139.9";"http://www.mulagames.com.br/Shin-Megami-Tensei--Devil-Survivor-Overclocked-3DS/prod-457527/"
"Net Shoes";"Devil Survivor Overclocked";"-";"-";"0";"http://www.netshoes.com.br/search?Ntt=<BUSCA>"
"Ponto Frio";"Devil Survivor Overclocked";"-";"-";"0";"http://search.pontofrio.com.br/search?w=<BUSCA>"
"Ricardo Eletro";"Devil Survivor Overclocked";"-";"-";"0";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Devil Survivor Overclocked";"-";"-";"0";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"Devil Survivor Overclocked";"-";"-";"0";"http://ww2.shopfacil.com.br/<BUSCA>"
"Shop Time";"Devil Survivor Overclocked";"Game Shin Megami Tensei: Devil Survivor Overclocked Atlus - 3DS";"R$ 189,90";"189.9";"http://www.shoptime.com.br/produto/110349692/game-shin-megami-tensei-devil-survivor-overclocked-atlus-3ds"
"ShopB";"Devil Survivor Overclocked";"-";"-";"0";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Submarino";"Devil Survivor Overclocked";"Game Shin Megami Tensei: Devil Survivor Overclocked Atlus - 3DS";"R$ 189,90";"189.9";"http://www.submarino.com.br/produto/110349692/game-shin-megami-tensei-devil-survivor-overclocked-atlus-3ds"
"Walmart";"Devil Survivor Overclocked";"Shin Megami Tensei: Devil Survivor Overclocked - 3DS";"189.9";"189.9";"http://www.walmart.com.br//shin-megami-tensei-devil-survivor-overclocked-3ds/2255247/pr"
"Nintendo eShop";"donkey kong country returns 3D";"Donkey Kong Country Returns 3D";"$20.99";"80.25317";"http://www.nintendo.com/games/detail/zp2Ns75itEVaf0PoEIyv49f2MEBspSeA"
"Americanas";"donkey kong country returns 3D";"Game Donkey Kong: Country Returns 3D - 3DS";"R$ 201,29";"201.29";"http://www.americanas.com.br/produto/113295757/game-donkey-kong-country-returns-3d-3ds"
"Big Boy Games";"donkey kong country returns 3D";"3DS - Donkey Kong Country Returns 3D";"R$ 166,39";"166.39";"http://www.bigboygames.com.br/pesquisa/?p=donkey+kong+country+returns+3D"
"Balão da Informática";"donkey kong country returns 3D";"-";"-";"0";"https://www.balaodainformatica.com.br/Produtos/Buscar/?busca=<BUSCA>"
"Casas Bahia";"donkey kong country returns 3D";"Jogo Donkey Kong: Country Returns 3D - 3DS";"229,90";"229.9";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-5IADP&lbc=casasbahia&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5003839%3f&rk=1&uid=401431323&sid=2&ts=custom&rsc=w7bJ15jhZmcExRQg&method=and&isort=score&view=grid"
"Casas Bahia";"donkey kong country returns 3D";"Jogo Donkey Kong: Country Returns 3D - 3DS";"199,90";"199.9";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-5IADP&lbc=casasbahia&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.casasbahia.com.br%2f2088333%3f&rk=2&uid=401431323&sid=2&ts=custom&rsc=nBNRNxMp2zB2-Ffg&method=and&isort=score&view=grid"
"Casas Bahia";"donkey kong country returns 3D";"DONKEY KONG COUNTRY RETURNS - 3DS";"214,99";"214.99";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-5IADP&lbc=casasbahia&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6433071%3f&rk=3&uid=401431323&sid=2&ts=custom&rsc=pXP6B6caNbzYAoad&method=and&isort=score&view=grid"
"Casas Bahia";"donkey kong country returns 3D";"Donkey Kong Country Returns 3D - 3DS";"Indisponível";"9999.99";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-5IADP&lbc=casasbahia&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5548833%3f&rk=4&uid=401431323&sid=2&ts=custom&rsc=SXMxSxOvfBrc%3aoC3&method=and&isort=score&view=grid"
"Extra";"donkey kong country returns 3D";"Jogo Donkey Kong: Country Returns 3D - 3DS";"229,90";"229.9";"http://buscando.extra.com.br/search?p=R&srid=S1-5DFWP&lbc=extra&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.extra.com.br%2f5003839%3f&rk=1&uid=401484315&sid=2&ts=custom&rsc=hNxy%3auz63cAgAQ5T&method=and&isort=score&view=grid"
"Extra";"donkey kong country returns 3D";"Jogo Donkey Kong: Country Returns 3D - 3DS";"199,90";"199.9";"http://buscando.extra.com.br/search?p=R&srid=S1-5DFWP&lbc=extra&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.extra.com.br%2f2088333%3f&rk=2&uid=401484315&sid=2&ts=custom&rsc=i40ne9WNi1VcEG-f&method=and&isort=score&view=grid"
"Extra";"donkey kong country returns 3D";"DONKEY KONG COUNTRY RETURNS - 3DS";"214,99";"214.99";"http://buscando.extra.com.br/search?p=R&srid=S1-5DFWP&lbc=extra&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.extra.com.br%2f6433071%3f&rk=3&uid=401484315&sid=2&ts=custom&rsc=raA7Gg-iCs8G19AD&method=and&isort=score&view=grid"
"Extra";"donkey kong country returns 3D";"Donkey Kong Country Returns 3D - 3DS";"Indisponível";"9999.99";"http://buscando.extra.com.br/search?p=R&srid=S1-5DFWP&lbc=extra&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.extra.com.br%2f5548833%3f&rk=4&uid=401484315&sid=2&ts=custom&rsc=RT99vZxOsxhIJ22j&method=and&isort=score&view=grid"
"E-Virtua";"donkey kong country returns 3D";"Donkey Kong Country Returns 3D - 3DS - -";"R$ 159,90";"159.9";"http://www.evirtua.com.br//donkey-kong-country-returns-3d-3ds/3173-01"
"Fast Games";"donkey kong country returns 3D";"-";"-";"0";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"FNAC";"donkey kong country returns 3D";"-";"-";"0";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"donkey kong country returns 3D";"-";"-";"0";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"donkey kong country returns 3D";"DONKEY KONG COUNTRY RETURNS 3D LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 108,80";"108.8";"http://www.livrariacultura.com.br/p/donkey-kong-country-returns-3d-42744959"
"Livraria Cultura";"donkey kong country returns 3D";"DONKEY KONG COUNTRY RETURNS 3D (3DS)";"Indisponível";"9999.99";"http://www.livrariacultura.com.br/p/donkey-kong-country-returns-3d-3ds-42112046"
"Mula Games";"donkey kong country returns 3D";"Donkey Kong Country Returns 3D - 3DS";"188.9";"188.9";"http://www.mulagames.com.br/Donkey-Kong-Country-Returns-3D-3DS/prod-1344698/"
"Ponto Frio";"donkey kong country returns 3D";"Jogo Donkey Kong: Country Returns 3D - 3DS";"229,90";"229.9";"http://search.pontofrio.com.br/search?p=R&srid=S1-1DFWP&lbc=pontofrio-br&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5003839%3f&rk=1&uid=401654589&sid=2&ts=custom&rsc=LzQ6TYIUDfjbm6Im&method=and&isort=score&view=grid"
"Ponto Frio";"donkey kong country returns 3D";"Jogo Donkey Kong: Country Returns 3D - 3DS";"199,90";"199.9";"http://search.pontofrio.com.br/search?p=R&srid=S1-1DFWP&lbc=pontofrio-br&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.pontofrio.com.br%2f2088333%3f&rk=2&uid=401654589&sid=2&ts=custom&rsc=HZx0RXQwEkJePTQU&method=and&isort=score&view=grid"
"Ponto Frio";"donkey kong country returns 3D";"DONKEY KONG COUNTRY RETURNS - 3DS";"214,99";"214.99";"http://search.pontofrio.com.br/search?p=R&srid=S1-1DFWP&lbc=pontofrio-br&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.pontofrio.com.br%2f6433071%3f&rk=3&uid=401654589&sid=2&ts=custom&rsc=voAPBsErqwiBA4PK&method=and&isort=score&view=grid"
"Ponto Frio";"donkey kong country returns 3D";"Donkey Kong Country Returns 3D - 3DS";"Indisponível";"9999.99";"http://search.pontofrio.com.br/search?p=R&srid=S1-1DFWP&lbc=pontofrio-br&w=donkey%20kong%20country%20returns%203D&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5548833%3f&rk=4&uid=401654589&sid=2&ts=custom&rsc=avlktLyOje--fEjD&method=and&isort=score&view=grid"
"Ricardo Eletro";"donkey kong country returns 3D";"-";"-";"0";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"donkey kong country returns 3D";"-";"-";"0";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"donkey kong country returns 3D";"Jogo Nintendo 3DS - Donkey Kong Country Returns 3D";"Indisponível";"9999.99";"http://ww2.shopfacil.com.br/jogo-nintendo-3ds---donkey-kong-country-returns-3d-2196574/p"
"Shop Facil";"donkey kong country returns 3D";"Jogo Nintendo 3DS Donkey Kong Country Returns 3D";"Indisponível";"9999.99";"http://ww2.shopfacil.com.br/jogo-nintendo-3ds-donkey-kong-country-returns-3d-2011825/p"
"Shop Time";"donkey kong country returns 3D";"Game Donkey Kong: Country Returns 3D - 3DS";"R$ 201,29";"201.29";"http://www.shoptime.com.br/produto/113295757/game-donkey-kong-country-returns-3d-3ds"
"Submarino";"donkey kong country returns 3D";"Game Donkey Kong: Country Returns 3D - 3DS";"R$ 201,29";"201.29";"http://www.submarino.com.br/produto/113295757/game-donkey-kong-country-returns-3d-3ds"
"Nintendo eShop";"dragon ball Z Extreme Butoden";"DRAGON BALL Z: Extreme Butoden";"$29.99*";"114.663765";"http://www.nintendo.com/games/detail/chAy6-TMIVkIBoiBlVer7YXPHdzKxoTP"
"Big Boy Games";"dragon ball Z Extreme Butoden";"3DS - Dragon Ball Z Extreme Butoden - Pré-Venda para 10/11/2015";"R$ 193,84";"193.84";"http://www.bigboygames.com.br/pesquisa/?p=dragon+ball+Z+Extreme+Butoden"
"Balão da Informática";"dragon ball Z Extreme Butoden";"-";"-";"0";"https://www.balaodainformatica.com.br/Produtos/Buscar/?busca=<BUSCA>"
"E-Virtua";"dragon ball Z Extreme Butoden";"-";"-";"0";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"dragon ball Z Extreme Butoden";"-";"-";"0";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"FNAC";"dragon ball Z Extreme Butoden";"-";"-";"0";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"dragon ball Z Extreme Butoden";"-";"-";"0";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Mula Games";"dragon ball Z Extreme Butoden";"Dragon Ball Z: Extreme Butoden (PRÉ-VENDA) - 3DS";"209.9";"209.9";"http://www.mulagames.com.br/Dragon-Ball-Z--Extreme-Butoden--PRE-VENDA--3DS/prod-3590202/"
"Ricardo Eletro";"dragon ball Z Extreme Butoden";"-";"-";"0";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"dragon ball Z Extreme Butoden";"-";"-";"0";"http://www.rihappy.com.br/<BUSCA>"
"ShopB";"dragon ball Z Extreme Butoden";"-";"-";"0";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Walmart";"dragon ball Z Extreme Butoden";"Dragon Ball Z Extreme Butoden N3DS";"259.9";"259.9";"http://www.walmart.com.br//dragon-ball-z-extreme-butoden-n3ds/3629726/pr"
"Nintendo eShop";"Dragon Quest VI";"Dragon Quest VI: Realms Of Revelation";"Indisponível";"9999.99";"http://www.nintendo.com/games/detail/XM1D8PkRypvs3R75WXj39OfbjMoMQEnD"
"Big Boy Games";"Dragon Quest VI";"DS - Dragon Quest VI: Realms of Revelation";"R$ 99,90";"99.9";"http://www.bigboygames.com.br/pesquisa/?p=Dragon+Quest+VI"
"Balão da Informática";"Dragon Quest VI";"NINTENDO Dragon Quest VI: Realms of Revelation - NINTENDO DS";"Indisponível";"9999.99";"https://www.balaodainformatica.com.br//Produto/32714/NINTENDO-Dragon-Quest-VI-Realms-of-Revelation---NINTENDO-DS"
"E-Virtua";"Dragon Quest VI";"-";"-";"0";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"FNAC";"Dragon Quest VI";"-";"-";"0";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Dragon Quest VI";"-";"-";"0";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Dragon Quest VI";"DRAGON QUEST VI LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 250,30";"250.3";"http://www.livrariacultura.com.br/p/dragon-quest-vi-29852105"
"Livraria Cultura";"Dragon Quest VI";"DRAGON QUEST VI - REALMS OF REVELATION (DS)";"Indisponível";"9999.99";"http://www.livrariacultura.com.br/p/dragon-quest-vi-realms-of-revelation-ds-29731775"
"Mula Games";"Dragon Quest VI";"-";"-";"0";"http://www.mulagames.com.br/produtos-index/catalogo_produtos/-/-/<BUSCA>/-/-/-/-/-/"
"Ricardo Eletro";"Dragon Quest VI";"-";"-";"0";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Dragon Quest VI";"-";"-";"0";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"Dragon Quest VI";"-";"-";"0";"http://ww2.shopfacil.com.br/<BUSCA>"
"Americanas";"Fantasy Life 3DS";"Fantasy Life N3ds";"R$ 249,90";"249.9";"http://www.americanas.com.br/produto/9957093/fantasy-life-n3ds"
"Americanas";"Fantasy Life 3DS";"Fantasy Life N3ds";"R$ 249,90";"249.9";"http://www.americanas.com.br/produto/9957093/fantasy-life-n3ds"
"Big Boy Games";"Fantasy Life 3DS";"3DS - Fantasy Life";"R$ 192,39";"192.39";"http://www.bigboygames.com.br/3ds-fantasy-life-p6685/"
"Big Boy Games";"Fantasy Life 3DS";"3DS - Fantasy Life - USADO";"R$ 108,09";"108.09";"http://www.bigboygames.com.br/3ds-fantasy-life-usado-p7499/"
